301,2,11,1,1,5,4,5,6,1,29,4,4,2,1,1
302,2,11,1,1,7,7,7,5,1,27,4,6,3,3,3
303,2,11,1,1,5,4,5,7,1,27,3,5,2,1,1
304,2,11,1,1,4,3,2,4,1,48,5,5,3,3,2
305,2,11,1,1,5,4,5,6,1,29,4,4,3,1,1
306,2,11,1,1,4,4,4,5,1,27,4,6,2,1,2
307,2,11,1,1,5,4,5,7,1,27,3,5,2,1,1
308,2,11,1,1,4,3,2,4,1,48,5,5,3,3,2
309,2,11,1,1,4,4,4,4,1,47,4,1,4,3,3
310,2,11,1,1,4,3,3,4,2,56,2,3,4,1,3
311,2,11,1,1,4,4,3,4,2,56,5,5,3,3,3
312,2,11,1,1,5,5,5,5,2,36,4,3,2,2,3
313,2,11,1,1,3,3,2,5,1,40,4,4,1,3,3
314,2,11,1,1,7,5,5,7,2,32,4,1,3,1,2
315,2,11,1,1,3,2,1,4,2,20,3,2,3,2,1
316,2,11,1,1,3,3,3,4,1,56,4,4,2,3,3
317,2,11,1,1,1,1,2,2,2,61,4,4,2,2,2
318,2,11,1,1,2,2,1,3,1,44,4,6,2,2,2
319,2,11,1,1,3,3,3,6,2,34,4,4,2,1,3
320,2,11,1,1,1,3,4,2,1,40,5,1,2,3,2
321,2,11,1,1,3,4,2,5,2,43,3,2,3,1,2
322,2,11,1,1,3,1,2,6,2,27,2,5,3,1,2
323,2,11,1,1,4,5,2,6,2,32,4,2,3,3,1
324,2,11,1,1,3,2,2,3,2,33,2,3,3,3,3
325,2,11,1,1,6,6,7,4,1,35,4,7,2,1,2
326,2,11,1,1,6,6,6,7,1,52,4,4,4,2,4
327,2,11,1,1,3,3,2,7,1,41,3,6,2,3,3
328,2,11,1,1,5,6,5,7,1,52,4,4,2,3,2
329,2,11,1,1,3,2,3,5,1,50,2,5,2,2,1
330,2,11,1,1,2,4,2,2,2,49,3,2,2,2,2
331,2,11,1,1,3,1,2,6,2,61,3,3,2,1,2
332,2,11,1,1,2,1,2,4,2,29,2,5,1,2,2
333,2,11,1,1,6,5,1,4,1,22,3,3,2,3,1
334,2,11,1,1,2,2,2,2,1,51,7,6,2,2,1
335,2,11,1,1,2,2,1,3,2,48,4,7,1,3,1
336,2,11,1,1,4,5,1,2,2,41,4,2,2,3,3
337,2,11,1,1,2,1,1,3,1,38,3,7,2,3,3
338,2,11,1,1,2,2,2,2,2,38,4,3,2,1,1
339,2,11,1,1,6,6,6,2,1,51,4,3,2,4,3
340,2,11,1,1,2,2,1,4,1,30,3,2,2,2,2
341,2,11,1,1,4,2,4,2,1,23,2,5,2,2,2
342,2,11,1,1,5,6,6,6,1,45,4,5,3,2,3
343,2,11,1,1,7,5,4,5,1,59,5,5,4,4,4
344,2,11,1,1,6,2,2,3,1,33,2,2,3,3,3
345,2,11,1,1,2,2,2,3,2,40,2,3,3,3,3
346,2,11,1,1,5,2,5,4,2,25,4,4,2,1,2
347,2,11,1,1,4,3,2,7,2,51,3,6,2,2,2
348,2,11,1,1,5,2,2,7,1,28,5,5,4,3,3
349,2,11,1,1,5,2,3,5,1,27,6,6,3,1,3
350,2,11,1,1,4,4,4,4,2,47,4,3,4,3,3
351,2,11,1,1,4,3,3,4,1,56,2,3,5,5,5
352,2,11,1,1,4,4,3,4,1,56,5,1,3,3,3
353,2,11,1,1,5,5,5,5,2,36,4,3,3,5,4
354,2,11,1,1,3,3,2,5,1,62,4,4,3,3,3
355,2,11,1,1,7,5,5,7,2,32,4,3,3,5,2
356,2,11,1,1,3,2,1,4,2,20,3,2,3,2,1
357,2,11,1,1,3,3,3,4,1,56,4,4,2,3,3
358,2,11,1,1,1,1,2,2,2,61,4,2,2,2,2
359,2,11,1,1,2,2,1,3,1,44,4,6,2,2,2
360,2,11,1,1,3,3,3,6,2,34,4,4,2,3,3
361,2,11,1,1,1,3,4,2,1,40,5,4,2,3,2
362,2,11,1,1,3,4,2,5,2,43,3,3,3,1,2
363,2,11,1,1,3,1,2,6,2,27,2,5,3,3,2
364,2,11,1,1,4,5,2,6,2,32,4,6,3,3,3
365,2,11,1,1,3,2,2,3,2,33,2,3,3,3,3
366,2,11,1,1,6,6,7,4,2,35,4,7,3,4,5
367,2,11,1,1,7,7,7,7,2,52,4,4,5,5,5
368,2,11,1,1,3,3,2,7,2,41,3,6,2,3,3
369,2,11,1,1,7,7,7,7,2,52,4,4,2,2,1
370,2,11,1,1,3,2,1,5,2,50,2,5,2,2,1
371,2,11,1,1,2,4,2,2,2,49,3,3,2,2,2
372,2,11,1,1,3,1,2,6,2,61,3,4,2,1,2
373,2,11,1,1,2,1,2,4,2,29,2,5,1,2,2
374,2,11,1,1,6,5,1,4,1,22,3,3,3,5,1
375,2,11,1,1,2,2,2,2,1,51,7,2,2,2,1
376,2,12,1,2,2,2,1,3,2,48,4,5,1,3,1
377,2,12,1,2,4,5,1,2,2,41,4,2,2,3,3
378,2,12,1,2,2,1,1,3,1,38,3,4,2,3,3
379,2,12,1,2,2,2,2,2,2,38,4,3,2,1,1
380,2,12,1,2,6,6,6,2,2,51,4,3,2,4,3
381,2,12,1,2,2,2,1,4,2,30,3,2,2,2,2
382,2,12,1,2,4,2,4,2,2,23,2,1,2,2,2
383,2,12,1,2,5,6,6,6,2,45,4,5,1,1,1
384,2,12,1,2,7,5,4,5,2,59,5,3,4,4,4
385,2,12,1,2,6,2,2,3,1,33,2,1,3,3,3
386,2,12,1,2,2,2,2,3,2,40,2,1,3,3,3
387,2,12,1,2,5,2,5,4,2,25,4,1,2,1,2
388,2,12,1,2,4,3,2,7,2,51,3,4,2,2,2
389,2,12,1,2,5,2,2,7,1,28,5,5,5,3,5
390,2,12,1,2,5,2,3,5,1,27,6,6,3,1,3
391,2,12,1,2,4,5,5,5,1,52,7,3,2,2,4
392,2,12,1,2,5,6,4,6,1,50,7,6,5,5,5
393,2,12,1,2,3,3,2,4,1,42,6,6,2,2,2
394,2,12,1,2,6,4,3,5,1,51,6,4,3,3,3
395,2,12,1,2,4,2,2,5,1,32,7,3,1,1,1
396,2,12,1,2,3,3,2,5,1,40,2,6,4,5,3
397,2,12,1,2,4,4,2,4,1,30,6,5,2,2,2
398,2,12,1,2,2,3,3,6,1,50,5,5,2,1,1
399,2,12,1,2,5,5,5,5,1,55,5,6,4,4,2
400,2,12,1,2,5,2,2,5,1,25,6,1,2,2,2
401,2,12,1,2,3,3,2,4,1,47,7,5,2,2,2
402,2,12,1,2,2,2,2,7,1,49,2,4,2,2,2
403,2,12,1,2,2,3,3,4,1,48,3,2,1,1,1
404,2,12,1,2,3,3,2,5,1,53,6,3,3,3,3
405,2,12,1,2,4,3,2,5,1,23,5,2,2,1,3
406,2,12,1,2,2,2,1,5,1,34,1,4,2,1,1
407,2,12,1,2,3,3,4,4,1,58,2,2,2,2,2
408,2,12,1,2,5,4,4,3,1,29,4,4,2,2,3
409,2,12,1,2,4,4,5,4,1,57,1,1,1,2,2
410,2,12,1,2,5,2,4,6,2,28,4,1,3,1,1
411,2,12,1,2,5,5,5,7,2,49,7,6,1,2,2
412,2,12,1,2,6,6,5,6,1,22,5,4,2,2,2
413,2,12,1,2,3,3,1,4,2,30,4,5,2,2,1
414,2,12,1,2,2,2,2,1,1,61,6,1,1,1,1
415,2,12,1,2,4,4,3,4,2,35,7,1,2,2,2
416,2,12,1,2,3,4,4,6,2,49,7,1,2,2,2
417,2,12,1,2,4,2,4,6,2,52,7,1,3,3,3
418,2,12,1,2,1,2,1,2,2,32,6,3,1,1,1
419,2,12,1,2,4,1,1,3,2,33,5,3,2,1,2
420,2,12,1,2,4,5,5,2,2,30,4,2,3,2,3
421,2,12,1,2,2,2,3,4,1,45,5,6,1,1,1
422,2,12,1,2,5,4,4,7,2,39,7,1,3,1,1
423,2,12,1,2,1,2,1,7,2,25,4,5,3,2,1
424,2,12,1,2,5,4,5,5,2,26,6,3,4,2,3
425,2,12,1,2,7,4,5,6,2,26,6,4,2,2,2
426,2,12,1,2,3,2,1,3,1,28,4,1,1,1,1
427,2,12,1,2,3,4,2,5,1,67,7,7,1,1,1
428,2,12,1,2,2,2,5,6,2,37,5,2,2,2,1
429,2,12,1,2,5,3,3,7,2,30,7,2,2,1,2
430,2,12,1,2,1,1,1,1,1,63,3,3,1,2,2
431,2,12,1,2,5,7,3,4,2,20,3,1,5,2,2
432,2,12,1,2,1,1,1,2,2,41,4,4,1,1,1
433,2,12,1,2,1,6,3,7,1,21,2,4,1,7,4
434,2,12,1,2,4,5,5,5,1,52,7,6,4,4,4
435,2,12,1,2,5,6,4,6,1,50,7,6,5,5,5
436,2,12,1,2,3,3,2,4,2,42,6,3,2,2,2
437,2,12,1,2,6,4,3,5,1,51,6,4,3,3,3
438,2,12,1,2,4,2,2,5,2,32,7,3,1,1,1
439,2,12,1,2,3,3,2,5,2,21,2,6,4,5,3
440,2,12,1,2,4,4,2,4,2,30,6,5,2,2,2
441,2,12,1,2,2,3,3,6,2,50,5,2,2,1,1
442,2,12,1,2,5,5,5,5,1,55,5,6,4,4,2
443,2,12,1,2,5,2,2,5,2,25,6,1,2,2,2
444,2,12,1,2,3,3,2,4,2,47,7,5,2,2,2
445,2,12,1,2,2,2,2,7,1,49,2,4,2,2,2
446,2,12,1,2,2,3,3,4,2,48,3,6,1,1,1
447,2,12,1,2,3,3,2,5,1,53,6,3,3,3,3
448,2,12,1,2,4,3,2,5,2,23,5,2,2,1,3
